,Smiles,basicOrAcidic,pKa
412,O=[N+]([O-])c1cc(Cl)ccc1O,acidic,3.5
413,Cn1cc([NH3+])cc1C(=O)O,acidic,3.5
414,NC(=O)c1c(CC(=O)O)n[nH]c1N,acidic,3.5
415,CCC1C(=O)C(CC)C1=O,acidic,3.5
416,O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F,acidic,3.5
417,O=C1OC2C3CC4C2C4(C(=O)O)C13Br,acidic,3.5
418,O=C(O)C1CC1(Cl)Cl,acidic,3.51
419,NC(=O)C#CC#CC=CC(=O)O,acidic,3.52
420,O=C(O)CSc1ccccc1,acidic,3.52
421,CC(C)(C)c1ccccc1C(=O)O,acidic,3.53
422,O=C(O)c1ccccc1Oc1ccccc1,acidic,3.53
423,COCC(=O)O,acidic,3.53
424,NS(=O)(=O)c1ccc(C(=O)O)cc1,acidic,3.53
425,N#Cc1ccc(-c2nnn[nH]2)cc1,acidic,3.53
426,N#Cc1ccc(C(=O)O)cc1,acidic,3.53
427,O=C(O)c1ccccc1C(=O)c1ccccc1,acidic,3.54
428,Cc1ncsc1C(=O)O,acidic,3.54
429,O=C(O)c1cccc[n+]1[O-],acidic,3.54
430,O=C(O)Cn1c2ccccc2c2ccccc21,acidic,3.55
431,CCCCCCCCCCCC[NH2+]CCC(=O)O,acidic,3.55
432,COC1OC(C(=O)O)C(O)C(O)C1O,acidic,3.55
433,O=C(O)C[Se]c1cccc([N+](=O)[O-])c1,acidic,3.55
434,CCCCCCCC[NH2+]CCC(=O)O,acidic,3.56
435,CC(C)P(=O)(O)C(C)C,acidic,3.56
436,O=C(O)C1CC1(Br)Br,acidic,3.57
437,Nc1nc[nH+]c(O)c1N,acidic,3.57
438,Cn1cnc2nc(N)[nH+]c(O)c21,acidic,3.57
439,Cc1ccc(SCC(=O)O)cc1,acidic,3.57
440,Cn1c(=O)c2[nH]c([N+](=O)[O-])nc2n(C)c1=O,acidic,3.58
441,Cc1ccc(Br)cc1C(=O)O,acidic,3.58
442,O=C(O)C(c1ccc(-c2ccccc2)cc1)C1(O)CCCCC1,acidic,3.59
443,[NH3+]CCC(=O)O,acidic,3.59
444,[NH3+]C1CCCCC1C(=O)O,acidic,3.59
445,O=C(O)c1ccccc1OC1OC(CO)C(O)C(O)C1O,acidic,3.6
446,CC1(C)CC(=O)C2=C(C1)NC1=C(C2)C(=O)CC(C)(C)C1,acidic,3.6
447,CC#CCC(=O)O,acidic,3.6
448,O=C(O)c1ccccc1F,acidic,3.6
449,CC(NC(=O)C1CCC(=O)N1)C(=O)O,acidic,3.6
450,N#Cc1cccc(C(=O)O)c1,acidic,3.6
451,CCOCC(=O)O,acidic,3.61
452,CC[NH2+]CCC(=O)O,acidic,3.61
453,Clc1cccc(-c2nnn[nH]2)c1,acidic,3.61
454,CCCCCC[NH2+]CCC(=O)O,acidic,3.61
455,Cc1ccc(I)cc1C(=O)O,acidic,3.62
456,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],acidic,3.62
457,O=C(O)c1ccc(-c2nnn[nH]2)cc1,acidic,3.63
458,Cc1ccc(Cl)cc1C(=O)O,acidic,3.63
459,CC(C)c1ccccc1C(=O)O,acidic,3.64
460,O=C(O)c1cscn1,acidic,3.64
461,CC(C)c1csc(C(=O)O)c1,acidic,3.64
462,O=C(O)c1c2ccccc2cc2ccccc12,acidic,3.65
463,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],acidic,3.65
464,CC1(C)CC(=O)C(C=O)C(=O)C1,acidic,3.65
465,CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)O,acidic,3.66
466,CC(NC(=O)C(CCC(N)=O)NC(=O)C1CCC(=O)N1)C(=O)O,acidic,3.67
467,CSCC(=O)O,acidic,3.67
468,N#CO,acidic,3.67
469,O=CO,acidic,3.69
470,O=C(O)C=C=Cc1ccccc1,acidic,3.7
471,COc1c(C(=O)O)oc2ccccc12,acidic,3.7
472,CC(C)(C(=O)O)c1nnnn1C1CCCCC1,acidic,3.7
473,O=C(O)c1cccc2ccccc12,acidic,3.7
474,O=C(O)c1cccc2cc3ccccc3cc12,acidic,3.7
475,O=C(O)c1csc(Br)c1,acidic,3.7
476,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,acidic,3.7
477,O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,acidic,3.7
478,CCC(=O)c1nc(C(=O)O)cs1,acidic,3.7
479,CC(=O)S,acidic,3.71
480,CN(C)C(=S)NCC(=O)O,acidic,3.71
481,CC(C)SCC(=O)O,acidic,3.72
482,O=C(O)Cc1ccco1,acidic,3.72
483,COc1cccc(C(=O)O)c1C,acidic,3.72
484,CCOc1cccc(C(=O)O)c1C,acidic,3.73
485,Brc1ccc(-c2nnn[nH]2)cc1,acidic,3.73
486,O=C(O)c1cccccc1=O,acidic,3.73
487,O=C(O)CSCc1ccccc1,acidic,3.73
488,O=C(O)c1cccc(-c2nnn[nH]2)c1,acidic,3.74
489,Cc1cc(Cl)ccc1C(=O)O,acidic,3.75
490,O=C(O)C[Se]c1ccccc1,acidic,3.75
491,CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,acidic,3.75
492,CC12CCC(C(C(=O)O)C1=O)C2(C)C,acidic,3.76
493,CC(C)(C)OC(=O)NS(=O)(=O)c1ccc(S(C)(=O)=O)cc1,acidic,3.76
494,CC(C)(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,acidic,3.76
495,CC(C)(O)C(C(=O)O)c1ccc(C2CCCCC2)cc1,acidic,3.76
496,O=C1COC(=O)C1,acidic,3.76
497,CSC(C)C(=O)O,acidic,3.76
498,Cc1ccc(C(=O)O)s1,acidic,3.76
499,Cc1cc(Br)ccc1C(=O)O,acidic,3.77
500,O=C(O)CSc1ccc(S)cc1,acidic,3.77
501,CC(C)SC(C)C(=O)O,acidic,3.78
502,N#CC(CC(=O)O)c1ccccc1,acidic,3.79
503,O=C(O)c1cccc(Br)c1,acidic,3.79
504,Cc1cc(I)ccc1C(=O)O,acidic,3.79
505,Cc1ccccc1[Se]CC(=O)O,acidic,3.79
506,O=C(O)c1cc2ccccc2[nH]1,acidic,3.79
507,O=C(O)CSCCc1ccccc1,acidic,3.8
508,CCOCCn1c(CN2CC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)[nH+]c2ccccc21,acidic,3.8
509,CCSC(C)C(=O)O,acidic,3.8
510,O=C(O)c1csc(Cl)c1,acidic,3.8
511,C[N+](C)(C)CC(O)CC(=O)O,acidic,3.8
512,O=C(O)c1cccc(Cl)c1,acidic,3.8
513,CC(=O)c1ccc(CC(=O)O)s1,acidic,3.8
514,COc1cc2ccccc2cc1C(=O)O,acidic,3.82
515,Cc1c(Cn2cc[nH+]c2)sc2ccc(C(=O)O)cc12,acidic,3.82
516,CCCSC(C)C(=O)O,acidic,3.82
517,Cc1c[n+](C2CC(O)C(CO)O2)c(O)nc1NCCc1ccccc1,acidic,3.83
518,[NH3+]CCC=CC(=O)O,acidic,3.83
519,Brc1ccccc1-c1nnn[nH]1,acidic,3.83
520,Cc1c(O)cccc1C(=O)O,acidic,3.83
521,O=C(O)c1cc[nH]n1,acidic,3.84
522,O=C(O)C1CCCCO1,acidic,3.84
523,COc1ccc(C)c(C(=O)O)c1,acidic,3.84
524,COc1c(C)cccc1C(=O)O,acidic,3.84
525,CC(=O)c1cccc(C(=O)O)c1,acidic,3.84
526,O=C(O)Cc1cccs1,acidic,3.85
527,CNc1cc[n+](O)cc1,acidic,3.85
528,COCc1ccccc1C(=O)O,acidic,3.85
529,CCC(C(=O)O)C(=O)N1CCCCC1,acidic,3.86
530,O=C(O)CCBr,acidic,3.86
531,N#CC1CCCCC1C(=O)O,acidic,3.86
532,O=C(O)C1(O)CCC1,acidic,3.88
533,Ic1ccc(-c2nnn[nH]2)cc1,acidic,3.88
534,CC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)C(C)C,acidic,3.89
535,O=C(O)Cc1ccc(Cl)s1,acidic,3.89
536,CSc1ccccc1C(=O)O,acidic,3.89
537,ONc1cc[n+](O)c2ccccc12,acidic,3.89
538,CC1OC([n+]2ccc(N)nc2O)CCC1OC1OC(C)C([NH+](C)C)C(O)C1O,acidic,3.9
539,On1nnc2c(Cl)cccc21,acidic,3.9
540,CN(C)c1cc[n+](O)cc1,acidic,3.9
541,O=C(O)c1cccc(F)c1,acidic,3.9
542,O=C(O)c1cccc(C=C[N+](=O)[O-])c1,acidic,3.9
543,N#CC(CC(=O)O)Cc1ccccc1,acidic,3.91
544,COc1cccc(-c2nnn[nH]2)c1,acidic,3.91
545,N#CCCC(C(=O)O)c1ccccc1,acidic,3.92
546,CC[NH2+]CCCC(=O)O,acidic,3.92
547,Cc1ccc(O)cc1C(=O)O,acidic,3.92
548,O=C(O)CC1NC(=O)CNC1=O,acidic,3.93
549,C[NH+]1C2CC=C(C(=O)O)C1CC2,acidic,3.93
550,O=C(O)c1ccoc1,acidic,3.94
551,O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,acidic,3.94
552,CC(C)(C(=O)O)C(C#N)c1ccccc1,acidic,3.95
553,CCN(CC)C(=S)S,acidic,3.95
554,CC(C#N)CC(=O)O,acidic,3.95
555,CC(C)=C(C(N)=O)C(=O)O,acidic,3.95
556,O=C(O)C12CCC(C1)C2,acidic,3.96
557,O=C(O)c1cccc(S)c1,acidic,3.96
558,Cc1ccc(C(=O)O)cc1Br,acidic,3.96
559,CC(C#N)C(C)(C)C(=O)O,acidic,3.97
560,On1nnc2ccc(C(F)(F)F)cc21,acidic,3.97
561,Cc1ccc(C)c(C(=O)O)c1,acidic,3.97
562,CNC(=O)C=CC(=O)O,acidic,3.98
563,O=C(O)c1ccc(Cl)cc1,acidic,3.98
564,O=C1Cc2c1ccc(O)c2[N+](=O)[O-],acidic,3.98
565,[NH3+]CCc1nnn[nH]1,acidic,3.99
566,Cc1cc(C(=O)O)n[nH]1,acidic,3.99
567,O=C(O)c1ccc(Br)cc1,acidic,3.99
568,Cc1cc(C)c(C(C(=O)O)c2ccccc2)c(C)c1,acidic,4.0
569,O=C(O)CCc1c[nH]c[nH+]1,acidic,4.0
570,CCCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,acidic,4.01
571,Nc1nc(O)cc[nH+]1,acidic,4.01
572,Oc1cc(-c2ccccc2)no1,acidic,4.01
573,C[N+](C)(C)CCCC(=O)O,acidic,4.02
574,C[NH2+]CCCC(=O)O,acidic,4.03
575,Cc1cc(C(=O)O)ccc1Br,acidic,4.03
576,CNc1nc(O)[n+](C2CC(O)C(CO)O2)cc1C,acidic,4.04
577,O=C(O)CCCl,acidic,4.04
578,Oc1cc[nH+]cc1,acidic,4.04
579,CC(C)(C#N)CC(=O)O,acidic,4.04
580,O=C(O)C1(O)CCCCCC1,acidic,4.04
581,[NH3+]CC#CC#CCCC(=O)O,acidic,4.05
582,[NH3+]CCCC(=O)O,acidic,4.06
583,Cc1ccc(C(=O)O)cc1Cl,acidic,4.06
584,NC(=O)Cc1ccc(C(=O)O)cc1,acidic,4.06
585,O=C(O)CP,acidic,4.07
586,O=C(O)Cc1ccoc1,acidic,4.07
587,Cc1cc(C(=O)O)ccc1Cl,acidic,4.07
588,Cc1c(Cn2cc[nH+]c2)n(C)c2ccc(C(=O)O)cc12,acidic,4.08
589,O=C(O)C1CC1Br,acidic,4.09
590,Cc1c(Cl)ccc2c1nnn2O,acidic,4.09
591,Cc1ccccc1-c1nnn[nH]1,acidic,4.09
592,CCOC(=O)c1c[nH+]c2cc([N+](=O)[O-])ccc2c1O,acidic,4.1
593,CCC([N+](=O)[O-])=[N+]([O-])O,acidic,4.1
594,O=c1cc(O)c2ccccc2o1,acidic,4.1
595,C[N+]1(CCCC(=O)O)CCCCC1,acidic,4.11
596,O=C(O)C1(O)CCCC1,acidic,4.11
597,[NH3+]CCCC#CC#CCCC(=O)O,acidic,4.12
598,[NH3+]CCC#CC#CCCC(=O)O,acidic,4.12
599,CC(C)C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,acidic,4.13
600,CC([NH3+])CCC(=O)O,acidic,4.13
601,COc1cc(C(=O)O)ccc1C,acidic,4.13
602,O=C(O)C=CCCl,acidic,4.14
603,CC(C)Oc1cccc(C(=O)O)c1,acidic,4.15
604,CC(P)C(=O)O,acidic,4.15
605,On1nnc2ccc(Cl)cc21,acidic,4.15
606,Cc1cccc(-c2nnn[nH]2)c1,acidic,4.15
607,CC(=O)c1ccccc1C(=O)O,acidic,4.15
608,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,acidic,4.16
609,CCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,acidic,4.16
610,O=C(O)c1ccc(F)cc1,acidic,4.16
611,[NH3+]CCCCCC#CC#CCCC(=O)O,acidic,4.17
612,Cc1cccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)c1,acidic,4.17
613,O=C(O)c1ccc2cc3ccccc3cc2c1,acidic,4.18
614,Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1,acidic,4.18
615,On1nnc2cc(Cl)ccc21,acidic,4.18
616,O=C(O)c1ccc(CO)cc1,acidic,4.18
617,Cc1ccc(C(=O)O)c(C)c1,acidic,4.18
618,COCc1ccc(C(=O)O)cc1,acidic,4.18
619,O=C(O)c1coc2ccccc12,acidic,4.18
620,O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)C1CCCCC1,acidic,4.19
621,Cc1ccccc1C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,acidic,4.19
622,CCc1cc(C(=O)O)cs1,acidic,4.19
623,Cc1cc([N+](=O)[O-])c(C(C)C)cc1O,acidic,4.2
624,Cc1cccc2oc(=O)cc(O)c12,acidic,4.2
625,N#CC(C#N)=C(C#N)Nc1ccc(C(=O)O)cc1,acidic,4.2
626,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,acidic,4.2
627,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,acidic,4.2
628,CC#CC=CC(=O)O,acidic,4.2
629,CC1(C)CC(=O)CC1=O,acidic,4.2
630,CC1(C)C(=O)CC(=O)CC1=O,acidic,4.2
631,COc1cc(C(=O)O)cc(OC)c1O,acidic,4.2
632,[NH3+]CCCCCCC#CC#CCCC(=O)O,acidic,4.21
633,Cc1ccc(S(=O)(=O)NC(=O)OCc2ccccc2)cc1,acidic,4.21
634,O=C(O)C12CC3CC(CC(F)(C3)C1)C2,acidic,4.22
635,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,acidic,4.22
636,NC(=O)C(CC(=O)O)c1ccccc1,acidic,4.23
637,O=C(O)CCP,acidic,4.23
638,OCC[NH+](CCc1nnn[nH]1)CCc1nnn[nH]1,acidic,4.23
639,CSc1ccc(C(=O)O)cc1,acidic,4.23
640,O=C(O)C(CO)c1ccccc1,acidic,4.23
641,CCCOc1ccccc1C(=O)O,acidic,4.24
642,C[Si](C)(C)c1cccc(C(=O)O)c1,acidic,4.24
643,O=C(O)Cc1cccc2ccccc12,acidic,4.24
644,O=C(O)C(c1ccc(C2CCCCC2)cc1)C(O)c1ccccc1,acidic,4.24
645,Cc1cc(C(=O)O)cs1,acidic,4.24
646,CC(C)(C)P(=O)(O)C(C)(C)C,acidic,4.24
647,O=C(O)c1csc2ccccc12,acidic,4.24
648,O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1,acidic,4.19
649,C=CC(=O)O,acidic,4.25
650,O=C(O)C1CCCOC1,acidic,4.25
651,O=C(O)Cc1ccc2ccccc2c1,acidic,4.26
652,[NH3+]CCCCC(=O)O,acidic,4.26
653,O=C(O)CCCc1c[nH]c[nH+]1,acidic,4.26
654,C[Si](C)(C)c1ccc(C(=O)O)cc1,acidic,4.27
655,O=C(O)c1[nH]c[nH+]c1C(=O)[O-],acidic,4.27
656,O=C(O)Cc1ccccc1,acidic,4.27
657,N#CC(C#N)=C(O)c1ccc(N)cc1,acidic,4.28
658,CC=CCC(=O)O,acidic,4.28
659,Oc1ccc(-c2nnn[nH]2)cc1,acidic,4.28
660,C[N+](C)(C)N=C(O)c1ccccc1,acidic,4.29
661,O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)Cc1ccccc1,acidic,4.29
662,CCC1C(=O)COC1=O,acidic,4.29
663,CC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,acidic,4.3
664,CCC1OC(=O)C(C)C(O)C(C)C(OC2OC(C)CC([N+](C)(C)O)C2O)C2(C)CC(C)C3(OC1(C)C=C3C)O2,acidic,4.3
665,NC(=O)C(CCC(=O)O)NC=O,acidic,4.3
666,Cc1cc(C)cc(C(=O)O)c1,acidic,4.3
667,CC(=O)N1CCc2noc(O)c2CC1,acidic,4.3
668,CC(C)c1ccc(C(=O)O)cc1,acidic,4.31
669,O=C(O)C=Cc1ccoc1,acidic,4.31
670,O=C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,acidic,4.32
671,Cc1ccc(C(=O)O)cc1O,acidic,4.32
672,Cc1c(C(=O)O)[nH]c2ccccc12,acidic,4.33
673,C[N+]1(CCCCC(=O)O)CCCCC1,acidic,4.33
674,C=CCC(=O)O,acidic,4.33
675,O=C(O)CCc1cccs1,acidic,4.34
676,CCOC(=O)C1(CCC(=O)O)CCC(=O)NC1=O,acidic,4.35
677,O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21,acidic,4.35
678,COc1ccc(C(=O)O)cc1C,acidic,4.35
679,C[N+](C)(C)c1cc([N+](=O)[O-])ccc1O,acidic,4.35
680,CC(C)(C)c1ccc(C(=O)O)cc1,acidic,4.36
681,CC(C)(C)OOCCC(=O)O,acidic,4.36
682,Oc1ccccc1-c1nnn[nH]1,acidic,4.36
683,O=C(O)CCc1ccco1,acidic,4.36
684,[NH3+]CCCCCC(=O)O,acidic,4.37
685,Cc1cc(N(C)C)cc[n+]1O,acidic,4.37
686,Cc1ccc(C(=O)O)cc1,acidic,4.37
687,c1ccc(CCNc2ncnc3[nH]ncc23)cc1,acidic,4.38
688,COc1cc(C)ccc1C(=O)O,acidic,4.38
689,O=C(O)Cc1c[nH]c2ccccc12,acidic,4.39
690,CC1=C(C)C(C(C)C(=O)O)CC1=O,acidic,4.4
691,Cc1c[n+](C2CC(O)C(CO)O2)c(O)nc1N,acidic,4.4
692,N#CC(CCC(=O)O)c1ccccc1,acidic,4.4
693,CC(C)(C)C1CCn2nnnc2C(C(=O)O)C1,acidic,4.4
694,C=C(C)C=C(C(=O)O)c1ccc([N+](=O)[O-])cc1,acidic,4.4
695,O=C1OCC(O)=C1O,acidic,4.4
696,O=C(O)CC(O)c1ccccc1,acidic,4.4
697,CC(=O)C1CC=CCC1C(=O)O,acidic,4.4
698,O=C(O)C1=CC=CC=CC=C1,acidic,4.4
699,O=C(O)C1CC1c1cccc([N+](=O)[O-])c1,acidic,4.41
700,Cc1ccc(C(=O)O)cc1C,acidic,4.41
701,O=C(O)c1ccc(C2CC2)cc1,acidic,4.42
702,C[N+]1(CCCCCC(=O)O)CCCCC1,acidic,4.44
703,O=C(O)c1ccc(OCc2ccccc2)cc1,acidic,4.44
704,O=C1C(O)=C(C=Cc2ccccc2)C(=O)c2ccccc21,acidic,4.44
705,O=C(O)CCc1ccoc1,acidic,4.44
706,C=CCOc1ccc(C(=O)O)cc1,acidic,4.45
707,COC1=CC2CCC1(C(=O)O)CC2,acidic,4.45
708,N#CC(C#N)=C(C#N)Nc1ccc(Br)cc1,acidic,4.45
709,Cn1cnc2c1NC=NS2(=O)=O,acidic,4.45
710,COc1ccc(C(=O)O)cc1,acidic,4.45
711,O=C(O)Cc1ccc(-c2ccccc2)cc1,acidic,4.46
712,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,acidic,4.46
713,O=Cc1cc(Cl)cc([N+](=O)[O-])c1O,acidic,4.46
714,O=C(O)c1ccc(N=Cc2ccccc2)cc1,acidic,4.47
715,CCCCOc1ccc(C(=O)O)cc1,acidic,4.48
716,O=C(O)CCC(=O)c1cccc2ccccc12,acidic,4.48
717,CCCCCOc1ccc(C(=O)O)cc1,acidic,4.49
718,COc1cc(OC)c2c(c1Cl)OC1(C(=O)CC(=O)CC1C)C2=O,acidic,4.49
719,Nc1nc(N)[nH+]c(O)n1,acidic,4.5
720,CC(O)CC(=O)O,acidic,4.5
721,CCCCC=[N+]([O-])O,acidic,4.5
722,COCC1=C(C(=O)O)CCC1,acidic,4.5
723,[NH3+]CCCCCCCC(=O)O,acidic,4.5
724,O=C(O)C1CC1c1cccc(Cl)c1,acidic,4.51
725,Nc1nc(O)[nH+]c2nc[nH]c12,acidic,4.51
726,Cn1cccc1C(=O)O,acidic,4.51
727,O=C(O)c1ccc(Oc2ccccc2)cc1,acidic,4.52
728,Clc1c(Cl)c(Cl)c2[nH]nnc2c1Cl,acidic,4.52
729,O=C(O)C1CC1c1ccc(Cl)cc1,acidic,4.53
730,CC(=O)Nc1nnn[nH]1,acidic,4.53
731,O=C(O)CCCP,acidic,4.53
732,[NH3+]CCCCCCCCC(=O)O,acidic,4.53
733,[NH3+]C1CONC1=O,acidic,4.54
734,Cc1[nH]c(C(=O)[O-])c(C(=O)O)[nH+]1,acidic,4.54
735,O=C(O)C1=C(CO)CCC1,acidic,4.54
736,COc1ccc(C(=O)O)c(C)c1,acidic,4.54
737,O=C(O)CCc1ccc([N+](=O)[O-])cc1,acidic,4.54
738,Nc1ccc(-c2nnn[nH]2)cc1,acidic,4.55
739,C=C=C(C)C(C)(C)C(=O)O,acidic,4.55
740,Cc1ccc(C=CC(=O)O)cc1,acidic,4.56
741,O=Cc1ccccc1C(=O)O,acidic,4.56
742,[NH3+]CCCCCCCCCC(=O)O,acidic,4.57
743,CC(C)Cc1ccc(C(C)C(=O)O)cc1,acidic,4.57
744,O=CCC=O,acidic,4.57
745,Cc1nn(-c2ccccc2)cc1C(=O)O,acidic,4.58
746,C#CCCCCC(=O)O,acidic,4.58
747,O=C(O)C1C2C=CC1CC2,acidic,4.58
748,COCC1=C(C(=O)O)C2C=CC1C2,acidic,4.59
749,CC1CCCC(C(C)C(=O)O)C1,acidic,4.59
750,C[NH+](C)CCc1nnn[nH]1,acidic,4.59
751,O=C(O)CCc1ccccc1,acidic,4.59
752,O=C(O)C=Cc1ccc2c(c1)OCO2,acidic,4.6
753,Cc1ccc(C2CC2C(=O)O)cc1,acidic,4.6
754,Cc1cccc(CCCCCCCC(=O)O)[nH+]1,acidic,4.6
755,CC1[NH2+]C(CCCCCCCC(=O)O)CCC1O,acidic,4.6
756,S=c1[nH]cnc2nn[nH]c12,acidic,4.6
757,On1nnc2ccccc21,acidic,4.6
758,Cc1c[nH]c(C(=O)O)c1,acidic,4.6
759,C#CCCCC(=O)O,acidic,4.6
760,O=C(O)CCCOC(=O)CCCBr,acidic,4.6
761,COc1ccc(C2CC2C(=O)O)cc1,acidic,4.62
762,[NH3+]CCCCCCCCCCC(=O)O,acidic,4.62
763,CC(=O)CCC(=O)O,acidic,4.63
764,CC(=O)C1CC(C(=O)O)C1(C)C,acidic,4.63
765,NC(=O)C(CCC(=O)O)c1ccccc1,acidic,4.64
766,O=[N+]([O-])c1ccc(S)cc1,acidic,4.64
767,Cc1cc(C(=O)O)c(C)o1,acidic,4.64
768,CCOc1ccc(C(=O)O)cc1,acidic,4.64
769,[NH3+]CCCCCCCCCCCC(=O)O,acidic,4.65
770,O=C(O)CCc1ccc(Cl)cc1,acidic,4.65
771,Cc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1C,acidic,4.66
772,C=C(C)C(=O)O,acidic,4.66
773,CC(=O)CCCC(=O)O,acidic,4.66
774,Cc1[nH]c2ccccc2c1CC(=O)O,acidic,4.67
775,Cc1cc(C(CC(=O)O)c2ccccc2)ccc1O,acidic,4.67
776,C=CCCC(=O)O,acidic,4.68
777,CC(=O)C(=O)CC(=O)C(C)=O,acidic,4.68
778,Cc1cc(C(=O)O)ccc1O,acidic,4.68
779,CCOC(=O)N1CCc2noc(O)c2CC1,acidic,4.7
780,C=CC[NH2+]CCCCCCCCCCC(=O)O,acidic,4.7
781,O=C(O)CC(c1ccccc1)c1ccccc1Cl,acidic,4.7
782,CC(C)C=CC(=O)O,acidic,4.7
783,Cc1ccc(O)c2[n+]1CCS2,acidic,4.7
784,CC(C)=C=CC(C)(C)C(=O)O,acidic,4.7
785,CCCC=CC(=O)O,acidic,4.71
786,Cc1cc(O)ccc1C(=O)O,acidic,4.71
787,COc1ccc(CCC(=O)O)cc1,acidic,4.72
788,CCNC(=O)C=C([70SH])c1ccccc1,acidic,4.73
789,CCC(CC)C(=O)O,acidic,4.73
790,Cc1ccc(CCC(=O)O)cc1,acidic,4.74
791,O=[N+]([O-])Nc1ccccc1,acidic,4.74
792,C#CC#CC#CCC(O)CCC(=O)O,acidic,4.75
793,Cc1cc(C)c2c(O)c(CC(=O)O)oc2c1,acidic,4.75
794,CC(C)C(=O)O,acidic,4.76
795,CCCCC(CC)C(=O)O,acidic,4.76
796,Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,acidic,4.77
797,CCCC(C(CC)CO)C(CC)C(=O)O,acidic,4.78
798,CC=CC1=C(O)C(=O)c2ccccc2C1=O,acidic,4.78
799,CC=CC(=O)O,acidic,4.79
800,CC(C)CC(=O)O,acidic,4.79
801,O=C(O)C1CCC1,acidic,4.79
802,COc1ccccc1CCC(=O)O,acidic,4.8
803,C#CC#CC=C=CC(O)CCC(=O)O,acidic,4.8
804,CC(C)(C(=O)O)C(C(N)=O)c1ccccc1,acidic,4.8
805,CCCC(=O)O,acidic,4.8
806,C=C(CCCC)C(=O)O,acidic,4.8
807,COc1ccccc1-c1nnn[nH]1,acidic,4.8
808,CC(=O)NS(=O)(=O)c1ccc(C)cc1,acidic,4.8
809,CC(=O)C1CC(CC(=O)O)C1(C)C,acidic,4.82
810,CCCCC(=O)O,acidic,4.82
811,O=C(O)CCCCC1CCSS1,acidic,4.82
812,CC(O)C1CC(CC(=O)O)C1(C)C,acidic,4.83
813,O=C(O)C1CC1,acidic,4.83
814,CC(C)(C)CCC(=O)O,acidic,4.83
815,Oc1c(Cl)cc(Cl)c(Cl)c1C[NH+]1CCOCC1,acidic,4.84
816,CC(C)CCC(=O)O,acidic,4.84
817,Nc1ccc(C(=O)O)cc1,acidic,4.84
818,O=P([O-])(O)c1cn2c([nH+]1)C(O)C(O)C(O)C2CO,acidic,4.84
819,C[n+]1c2ccccc2nc2c(O)cccc21,acidic,4.85
820,CCCCCC(=O)O,acidic,4.85
821,O=S(=O)(Nc1ccccc1)C(F)(F)F,acidic,4.85
822,O=C(O)C1C2CCC1CC2,acidic,4.85
823,CCCCCCC(=O)O,acidic,4.86
824,O=C(O)CCc1c[nH]c2ccccc12,acidic,4.87
825,O=C(O)CCCCc1ccccc1,acidic,4.88
826,Cc1ccc(N[N+](=O)[O-])cc1,acidic,4.88
827,CC1CCCC(C(=O)O)C1,acidic,4.88
828,CC1CCCC(C)C1C(=O)O,acidic,4.88
829,CCCCCCCCCC(=O)O,acidic,4.89
830,CCCCCCCCCCCC(=O)O,acidic,4.89
831,O=C(O)C1CCCCC1,acidic,4.89
832,C[Si](C)(C)CCCC(=O)O,acidic,4.89
833,O=C(O)C12CCC(CC1)C2,acidic,4.89
834,CC#CC#CC=C=CC(O)CCC(=O)O,acidic,4.9
835,O=C1C(O)=C(Cc2ccccc2)C(=O)c2ccccc21,acidic,4.9
836,Cn1cc(O)[nH+]c1N,acidic,4.9
837,O=NC(=NO)c1ccccc1,acidic,4.9
838,C[Si](C)(C)CCC(=O)O,acidic,4.91
