,Smiles,basicOrAcidic,pKa
3180,CCCc1ccc(C2CCC[NH+]2C)cn1,basic,3.65
3181,Oc1ccc2nnccc2c1,basic,3.65
3182,Cc1ccnc(N=Cc2ccc([N+](=O)[O-])cc2)n1,basic,3.66
3183,CN(C(=O)c1ccccc1)c1cccnc1,basic,3.66
3184,Nc1ncc(Cl)s1,basic,3.66
3185,Cc1cc[nH]n1,basic,3.66
3186,CN(C)c1ncc(Br)s1,basic,3.66
3187,Nc1cc2ccccc2nn1,basic,3.66
3188,CCOCCNc1cccc(OC)c1,basic,3.67
3189,Nc1cccc2ccnnc12,basic,3.68
3190,CCc1ccc(C2CCC[NH+]2C)cn1,basic,3.69
3191,COCCNc1cccc(OC)c1,basic,3.7
3192,Clc1cccc(-c2ccccn2)n1,basic,3.7
3193,COc1cc(S(C)=O)ccc1-c1cn2cccnc2n1,basic,3.7
3194,COc1ccnnc1,basic,3.7
3195,Nc1nc2nc[nH]c2c(N)[n+]1[O-],basic,3.7
3196,Brc1ccc2c(c1)CCN2,basic,3.7
3197,CCCCCc1cccnn1,basic,3.7
3198,CSc1ccc2ccccc2n1,basic,3.71
3199,Cc1nnc(N)nc1C,basic,3.71
3200,Nc1ccc(B(O)O)cc1,basic,3.71
3201,CN(CO)c1ccccc1,basic,3.72
3202,COc1ccc(OC)c(N)c1,basic,3.72
3203,COc1ccc(NCO)cc1,basic,3.72
3204,Nc1nc2ccccc2o1,basic,3.73
3205,Cc1ccc(N(C)CO)cc1,basic,3.73
3206,COc1nc2ccccc2[nH]1,basic,3.75
3207,O=[N+]([O-])c1ccc2[nH]cnc2c1,basic,3.77
3208,Cc1[nH]c(C)c(C)c1C,basic,3.77
3209,Cc1ccc(C2CCC[NH+]2C)cn1,basic,3.78
3210,N#CCc1cccnc1,basic,3.78
3211,SCCNc1ccccc1,basic,3.78
3212,Nc1ccc(I)cc1,basic,3.79
3213,Clc1ccnc(-c2ccccn2)c1,basic,3.8
3214,NC(=O)c1cncc2ccccc12,basic,3.8
3215,COC(=O)c1ccc2ncccc2c1,basic,3.8
3216,O=C(Nc1cccnc1)c1ccccc1,basic,3.8
3217,COc1cc(S(C)=O)ccc1-c1nc2[nH]ncc2[nH]1,basic,3.8
3218,NC(=O)C(c1ccccc1)c1ccccn1,basic,3.8
3219,COc1cc(C(N)=O)ccc1-c1nc2c(ncn2C)[nH]1,basic,3.8
3220,Brc1c[nH]cn1,basic,3.8
3221,CNC(=O)c1ccncc1,basic,3.8
3222,ON=C(NO)c1ccccc1,basic,3.8
3223,CC(C)(C)CC(=O)n1ccnc1,basic,3.8
3224,COc1cc(S(C)=O)ccc1-c1nc2cnncc2[nH]1,basic,3.81
3225,Cn1ccc(N)n1,basic,3.81
3226,COc1ccc2nc3ccccc3cc2c1,basic,3.82
3227,CN(C)c1cccc(Cl)c1,basic,3.83
3228,Cc1cccc(C)c1N,basic,3.84
3229,CC1=Nc2ccccc2N=C(C)C1,basic,3.85
3230,O=Cc1ccccn1,basic,3.86
3231,Cn1ncc2c(NCCO)ncnc21,basic,3.86
3232,CN(C)c1ncnc2nc[nH]c12,basic,3.87
3233,CCOC(=O)c1cnc2ccccc2c1OCC,basic,3.88
3234,Nc1ncnc2c1cnn2-c1ccccc1,basic,3.89
3235,COc1cccnc1C=O,basic,3.89
3236,Brc1cnc2c(ccc3cc(Br)cnc32)c1,basic,3.9
3237,Oc1cc2cccnc2c2cccnc12,basic,3.9
3238,COc1cc(S(C)=O)ccc1-c1nc2ncc(N)cc2[nH]1,basic,3.9
3239,Cc1nc(C(=O)[O-])cs1,basic,3.9
3240,Nc1cccc2ccccc12,basic,3.92
3241,c1ccc(Nc2ncnc3[nH]ncc23)cc1,basic,3.92
3242,CSc1nccc2ccccc12,basic,3.93
3243,Nc1cnc2ccccc2n1,basic,3.93
3244,ON=Cc1cccnc1,basic,3.94
3245,Oc1ccc2cnncc2c1,basic,3.94
3246,COc1cc(OS(C)(=O)=O)ccc1-c1cn2cccnc2n1,basic,3.95
3247,O=C([O-])C1OC(Oc2cnc3ccccc3c2)C(O)C(O)C1O,basic,3.95
3248,[SH2+]c1ccc2ncccc2c1,basic,3.95
3249,Clc1ccc(-c2ccc(Cl)cn2)nc1,basic,3.96
3250,Clc1ccc(CNc2ncnc3[nH]ncc23)cc1,basic,3.96
3251,Cc1cc(C)n(C)n1,basic,3.96
3252,Nc1ccc(Cl)cc1,basic,3.96
3253,CN(C)c1ncccn1,basic,3.96
3254,Nc1ncc2[nH]c(-c3ccccc3)nc2n1,basic,3.98
3255,COc1cc(C(N)=O)ccc1-c1nc2nn(C)cc2[nH]1,basic,3.98
3256,CCN(CC#N)CC#N,basic,3.98
3257,Cc1ccc(C)nn1,basic,3.99
3258,Cn1c(CBr)nc2c(O)ccc(O)c21,basic,3.99
3259,CC(=O)c1ccc(O)c2ncccc12,basic,4.0
3260,Nc1nccnn1,basic,4.0
3261,Cc1ncc(C[NH3+])c(N)n1,basic,4.0
3262,Cc1cc(C)n(C)c(=O)n1,basic,4.0
3263,CC(C)(C)CC(=O)n1cnc(Br)c1,basic,4.0
3264,CCOP(=O)(CN1CCOCC1)OCC,basic,4.0
3265,c1cncc(C2CCCCN2)c1,basic,4.01
3266,OCC1OC(n2cnc3ccccc32)C(O)C(O)C1O,basic,4.01
3267,Nc1cccc2cccnc12,basic,4.01
3268,Cc1ccc(N)cc1Br,basic,4.02
3269,O=C(NNc1ccc(Br)cc1)c1ccncc1,basic,4.03
3270,Brc1ccnc2c1ccc1cccnc12,basic,4.03
3271,CCc1ccnnc1C,basic,4.03
3272,Cn1c(CCl)nc2c(O)ccc(O)c21,basic,4.03
3273,CCOCCNc1ccccc1,basic,4.04
3274,OCNc1nc(NCO)nc(NCO)n1,basic,4.05
3275,Cc1ccc(N)cc1Cl,basic,4.05
3276,CSc1cccc(N)c1,basic,4.05
3277,COCCNc1ccccc1,basic,4.05
3278,CN(C)c1ncnc2c1cnn2C,basic,4.06
3279,CCOC(=O)c1cnc2cc3c(cc2c1OCC)OCO3,basic,4.09
3280,COc1ccc(N)cc1Br,basic,4.09
3281,OCCNc1ccccc1,basic,4.09
3282,Cc1ccc2cccc(C)c2n1,basic,4.1
3283,COc1ccc(OC)c2c1nc(CCl)n2C,basic,4.1
3284,OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,basic,4.1
3285,CCOCCN(CCOCC)c1ccccc1,basic,4.1
3286,Cc1ccnnc1C,basic,4.1
3287,Cc1cnc(C)c(O)c1C=O,basic,4.1
3288,CNc1cnc2ccccc2n1,basic,4.1
3289,OCCN(CCO)c1ccccc1,basic,4.11
3290,Nc1cc[nH]n1,basic,4.11
3291,Cc1cnnc(C)c1,basic,4.11
3292,CCCCCCCCCCCCNc1ccccc1,basic,4.12
3293,c1cnc2ncncc2n1,basic,4.13
3294,Cc1cnncc1C,basic,4.13
3295,Nc1cccc2c(O)cccc12,basic,4.15
3296,c1ccc(CNc2ncnc3[nH]ncc23)cc1,basic,4.16
3297,Nc1ncc(Sc2ccccc2)s1,basic,4.16
3298,CC(C)(C)CNc1ccccc1,basic,4.17
3299,COc1cc(NS(C)(=O)=O)ccc1-c1cn2cccnc2n1,basic,4.17
3300,CCc1cnnc(C)c1,basic,4.17
3301,CCc1ccc(C)nn1,basic,4.17
3302,C=CCNc1ccccc1,basic,4.17
3303,CCN(CC)CC#N,basic,4.18
3304,c1ccc(-c2ccco2)nc1,basic,4.18
3305,Nc1ncnc2c1ncn2C1CCCCC1,basic,4.19
3306,CCNc1cccc2ccccc12,basic,4.19
3307,CC(=C(S)CCO)N(C=O)Cc1cnc(C)nc1N,basic,4.19
3308,c1nc(NC2CCCCC2)c2[nH]cnc2n1,basic,4.2
3309,Oc1ccccc1-c1ccccn1,basic,4.2
3310,Brc1cc2cccnc2c2ncccc12,basic,4.2
3311,c1ccc(CCNc2ncnc3nc[nH]c23)cc1,basic,4.2
3312,c1cc(N2CCOCC2)ccc1N1CCOCC1,basic,4.2
3313,Cc1ccnc(N)n1,basic,4.2
3314,CCCCNc1ncnc2c1cnn2C,basic,4.22
3315,Clc1cc2cccnc2c2ncccc12,basic,4.22
3316,NOCc1ccc(Cl)cc1,basic,4.22
3317,Cn1nccc1N,basic,4.23
3318,COc1cccc(N)c1,basic,4.23
3319,CCOCCNc1cccc(C)c1,basic,4.24
3320,COc1ccc(N)cn1,basic,4.24
3321,CN(CCC#N)CCC#N,basic,4.24
3322,CNc1ncnc2c1cnn2C,basic,4.24
3323,O=Cc1ccnc2ccccc12,basic,4.25
3324,Nc1ccc(Sc2ccc(N)cc2)cc1,basic,4.25
3325,c1ccc2c(c1)ccc1cccnc12,basic,4.25
3326,ON=C(Cc1ccccc1)NO,basic,4.25
3327,CCCc1ccc(C)nn1,basic,4.25
3328,CCOC(=O)Cc1ccccn1,basic,4.25
3329,CCCCc1ccccc1N,basic,4.26
3330,C#CC(C)(C)Nc1ccccc1,basic,4.26
3331,Nc1cccc(-c2ccccc2)c1,basic,4.28
3332,Nc1cccc(O)c1,basic,4.29
3333,Nc1ncnc2c1cnn2CCO,basic,4.29
3334,c1ccc(N2CCCC2)cc1,basic,4.3
3335,CN(C)c1ccc(C=Cc2cc[n+]([O-])cc2)cc1,basic,4.3
3336,Nc1nc[nH]n1,basic,4.3
3337,Nc1ccc(Cl)cc1N,basic,4.3
3338,O=C([O-])c1nc2cc(Cl)ccc2[nH]1,basic,4.3
3339,Cc1ncc2c(c1O)C(O)OC2,basic,4.3
3340,Oc1cnc2ccccc2c1,basic,4.3
3341,Cc1ccc2c(c1)ncn2C1OC(CO)C(O)C(O)C1O,basic,4.32
3342,Cc1cc(C)[nH]n1,basic,4.32
3343,Cn1ncc2c(N)ncnc21,basic,4.32
3344,Fc1cc2nc[nH]c2cc1Cl,basic,4.33
3345,c1ccc(Nc2nccs2)cc1,basic,4.33
3346,COc1ccc(-c2cn3cccnc3n2)c(OC)c1,basic,4.34
3347,NOCc1ccccc1,basic,4.34
3348,Cc1cc(Br)cc(C)c1N(C)C,basic,4.36
3349,Cn1ccc2ccc3cccnc3c21,basic,4.36
3350,CCCc1ccccc1N,basic,4.36
3351,C[Si](C)(C)c1ccc(N)cc1,basic,4.36
3352,CCc1ccccc1N,basic,4.37
3353,Nc1ccc(-c2ccccc2)cc1,basic,4.38
3354,Oc1ccc2c(cnc3ccccc32)c1,basic,4.39
3355,c1ccc2nc3ccc4ccccc4c3cc2c1,basic,4.39
3356,Nc1cccc2cc3ccccc3nc12,basic,4.4
3357,CC(=O)Nc1cccc2nc3ccccc3cc12,basic,4.4
3358,c1nc(NC2CCCCC2)c2ncn(C3CCCCC3)c2n1,basic,4.4
3359,CCCCCCCCCCCCCCCC[NH+](CCCCCCCCCCCCCCCC)CCCn1ccnc1,basic,4.4
3360,Fc1cccc2[nH]cnc12,basic,4.4
3361,CSc1ccc(N)cc1,basic,4.4
3362,N#CC(N)c1ccccc1,basic,4.4
3363,Cc1cc2cccc(C)c2nc1C,basic,4.41
3364,COc1ccc(CON)cc1,basic,4.42
3365,C[NH+](C)CCCNc1c([N+](=O)[O-])cnc2ccccc12,basic,4.43
3366,OC(c1ccccc1)c1ccccn1,basic,4.44
3367,CSc1cccnc1,basic,4.45
3368,COc1cnccc1C=O,basic,4.45
3369,Cc1ccccc1N,basic,4.45
3370,CC(=O)Nc1ccc(N)cc1,basic,4.46
3371,CNc1cc[n+](C)c([O-])n1,basic,4.47
3372,Cc1ccc(C)c(N)c1,basic,4.47
3373,Cc1nn(C)c(C)c1C,basic,4.48
3374,Cn1c(=O)c2c(ncn2CC(=O)[O-])n(C)c1=O,basic,4.48
3375,Nc1nc(N)c2cnn(-c3ccccc3)c2n1,basic,4.49
3376,Cc1c(N)ccc2c1-c1c(ccc3ccccc13)C2,basic,4.49
3377,CSc1cccc2ncccc12,basic,4.5
3378,Cc1cccc2cc3ccccc3nc12,basic,4.5
3379,CC[NH2+]C(=CC(=O)c1cccc(S(=O)(=O)[O-])c1)n1ccnc1,basic,4.5
3380,CN(C)CC#N,basic,4.5
3381,N#CCCNc1ccccc1,basic,4.5
3382,Oc1ccc(O)c2ncccc12,basic,4.5
3383,Nc1nc2ccccc2s1,basic,4.51
3384,COc1ccccc1N,basic,4.51
3385,CCOc1ccccc1N,basic,4.51
3386,C=CCc1ccc2cccnc2c1O,basic,4.52
3387,Nc1ccc2nc3ccccc3nc2c1,basic,4.52
3388,C[n+]1ccc(N)nc1[O-],basic,4.52
3389,COc1ccc(N=Nc2ccncc2)cc1,basic,4.53
3390,CNc1ncnc2[nH]ncc12,basic,4.53
3391,CN(C)c1ncnc2[nH]ncc12,basic,4.53
3392,c1ccc2c(c1)C1CCN2c2ccccc21,basic,4.54
3393,CN(C)c1ccc(N=O)cc1,basic,4.54
3394,ON=Cc1ccnc2ccccc12,basic,4.55
3395,CNc1cc[nH+]c([O-])n1,basic,4.55
3396,Nc1ccccc1O,basic,4.55
3397,N#CCN1CCCCC1,basic,4.55
3398,CCN(CCC#N)CCC#N,basic,4.55
3399,O=[N+]([O-])c1ccc(C2NCCS2)cc1,basic,4.55
3400,CCCCCCCCCCNc1ccccc1,basic,4.56
3401,Cc1cccc(N)c1C,basic,4.56
3402,C=CC(C)Nc1ccccc1,basic,4.57
3403,CN(C)c1ccc2ccccc2c1,basic,4.57
3404,ON=Cc1ccncc1,basic,4.58
3405,Nc1ccccc1B(O)O,basic,4.58
3406,CCNc1cc[nH+]c([O-])n1,basic,4.58
3407,Cc1nc(N)nc(N)n1,basic,4.59
3408,Nc1ncnc2[nH]ncc12,basic,4.59
3409,CNc1ccccc1C,basic,4.59
3410,Nc1cccc2cccc(N)c12,basic,4.6
3411,C[N+](C)(C)CCOC(=O)C=Cc1c[nH]cn1,basic,4.6
3412,COCCCCNc1ccccc1,basic,4.6
3413,CCCCC(CC)CNc1ncnc2[nH]ncc12,basic,4.6
3414,CC1(C)SC2C(NC(=O)Cc3ccc(N)cc3)C(=O)N2C1C(=O)[O-],basic,4.6
3415,Nc1ccccc1,basic,4.6
3416,CCNc1ncnc2[nH]ncc12,basic,4.6
3417,CN(O)Cc1ccccc1,basic,4.6
3418,Nc1ccc2cncnc2c1,basic,4.6
3419,Cc1n[nH]c2ncnc(N)c12,basic,4.61
3420,Cn1c(N)nc(=O)c2[nH]cnc21,basic,4.61
3421,CC(C)CCNc1ncnc2[nH]ncc12,basic,4.62
3422,O=C([O-])C1OC(Oc2cccc3cccnc23)C(O)C(O)C1O,basic,4.62
3423,CC(=O)N(C)c1ccncc1,basic,4.62
3424,CC(C)Nc1ncnc2[nH]ncc12,basic,4.62
3425,CON,basic,4.62
3426,Nc1ccc2c(c1)Cc1c(O)cccc1-2,basic,4.63
3427,COc1ccc(-c2nc3ncccc3[nH]2)c(OC)c1,basic,4.63
3428,O=Cc1ccncc1,basic,4.63
3429,OCc1nc2cc(Cl)ccc2[nH]1,basic,4.63
3430,O=[N+]([O-])c1cccc(C2NCCS2)c1,basic,4.63
3431,C[NH+](C)CCN1C=Nc2cccc3cccc1c23,basic,4.64
3432,Nc1ccc(F)cc1,basic,4.64
3433,CC1=Nc2ccccc2CO1,basic,4.64
3434,Cc1nc(NCc2ccco2)c2cn[nH]c2n1,basic,4.65
3435,Oc1ccc(N=Nc2ccncc2)cc1,basic,4.65
3436,Nc1nc(NCO)nc(NCO)n1,basic,4.65
3437,Nc1nc(N)nc(Nc2ccccc2)n1,basic,4.65
3438,CC=Cc1ccc2cccnc2c1O,basic,4.66
3439,OCc1ccccn1,basic,4.66
3440,O=C([O-])c1ccc([N+](=O)[O-])c2cccnc12,basic,4.67
3441,Nc1ccc2c(c1)-c1c(ccc3ccccc13)C2,basic,4.67
3442,CCCCNc1ncnc2[nH]ncc12,basic,4.67
3443,O=C([O-])c1cnc2ccccc2c1,basic,4.68
3444,Nc1ccc2c(c1)-c1ccccc1C2,basic,4.68
3445,CN(C(=O)c1ccccc1)c1ccncc1,basic,4.68
3446,Nc1nc2ncncc2[nH]1,basic,4.68
3447,Cc1ccc(N2CCCC2)cc1,basic,4.69
3448,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,basic,4.69
3449,c1ccc(-c2cc3c(-c4ccccc4)ccnc3c3ncccc23)cc1,basic,4.69
3450,CC(=O)Nc1ccc2nc3ccccc3cc2c1,basic,4.7
3451,Nc1cccc(C(=O)[O-])c1,basic,4.7
3452,Cc1cccc(N)c1,basic,4.7
3453,c1ccc(-c2ccc3nccn3n2)cc1,basic,4.71
3454,CCN(CC)c1ncnc2[nH]ncc12,basic,4.71
3455,c1ccc(-c2cc3cccnc3c3ncccc23)cc1,basic,4.72
3456,Cn1cccc1-c1cccnc1,basic,4.73
3457,Nc1ccc2c(c1)Cc1cccc(O)c1-2,basic,4.73
3458,CCc1cc(C)nnc1C,basic,4.73
3459,Cc1ccc(N)c(C)c1,basic,4.75
3460,COc1c(C)ncc(CO)c1C=O,basic,4.75
3461,COc1cc(S(C)=O)ccc1-c1nc2ccccc2[nH]1,basic,4.76
3462,Cc1c[n+](C)c([O-])nc1N,basic,4.76
3463,NC(CC(N)=NO)=NO,basic,4.77
3464,Nc1cnc2cc3ccccc3cc2c1,basic,4.78
3465,CNc1nc2ncncc2[nH]1,basic,4.78
3466,CCOCCN(C)c1ccccc1,basic,4.8
3467,Cc1ccc2nc3ccc(N)cc3nc2c1,basic,4.8
3468,CNc1ccccc1,basic,4.8
3469,Nc1ncc2ccccc2n1,basic,4.8
3470,O=C(C=Cc1c[nH]cn1)OCCCl,basic,4.8
3471,Oc1cncc2ccccc12,basic,4.8
3472,Cc1cc(C)c(C)nn1,basic,4.81
3473,Cc1cc(C)cc(N)c1,basic,4.81
3474,O=C([O-])c1ccc2ncccc2c1,basic,4.82
3475,Oc1ccc2c(c1)ncc1ccccc12,basic,4.82
3476,c1ccc(-c2cnc3c(ccc4cccnc43)c2)cc1,basic,4.82
3477,Cc1n[nH]c(C)c1C,basic,4.82
3478,CN(C)c1cccc2ccccc12,basic,4.83
3479,Cc1c(N)ccc2c1-c1ccccc1C2,basic,4.83
3480,Nc1ccc(Cl)cn1,basic,4.83
3481,Cc1n[nH]c2c(NCc3ccco3)ncnc12,basic,4.84
3482,Cc1cc(-c2ccccc2)nn2ccnc12,basic,4.84
3483,Cc1cc(-c2ccccc2)n[n+](CCN2CCOCC2)c1N,basic,4.84
3484,c1cncc(-c2ccncc2)c1,basic,4.85
3485,COc1cccc(OC)c1-c1nc2ncccc2[nH]1,basic,4.85
3486,CN(CC[NH+](C)C)c1ccnc2cccc([N+](=O)[O-])c12,basic,4.86
3487,Clc1ccc2[nH]cnc2c1,basic,4.86
3488,Cc1cccc2cccnc12,basic,4.87
3489,Cc1ncc2nccnc2n1,basic,4.87
3490,C=Cc1cccnc1,basic,4.87
3491,Nc1ccccc1C(=O)[O-],basic,4.87
3492,C=CC(C)(C)Nc1ccccc1,basic,4.88
3493,Nc1ccc2c(c1)Cc1cc(O)ccc1-2,basic,4.88
3494,CCCCN(CCCC)c1nnc(-c2ccccc2)cc1C,basic,4.88
3495,O=C1CCC2N1CCC1c3ccccc3CCN12,basic,4.89
3496,COc1ccc(S(=O)(=O)CCN2CCOCC2)c(OC)c1OC,basic,4.89
3497,CCCCCCN(CCCCCC)c1ccccc1,basic,4.89
3498,CN(CCO)c1ccccc1,basic,4.89
3499,c1ccc2ncccc2c1,basic,4.89
3500,C[NH+](C)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,basic,4.9
3501,c1ccc(-c2ccc3ccc4cccnc4c3n2)cc1,basic,4.9
3502,NC(=O)Nc1[nH]cnc1C(=O)[O-],basic,4.9
3503,O=C([O-])c1ccncc1,basic,4.9
3504,Nc1ncc(-c2ccccc2)s1,basic,4.9
3505,O=C([O-])C1OC(Oc2cccc3ncccc23)C(O)C(O)C1O,basic,4.91
3506,c1ccc2cc3ncccc3cc2c1,basic,4.92
3507,CCNc1ccccc1C,basic,4.92
3508,Cc1cnc2c(O)cccc2c1,basic,4.93
3509,Cc1cc2ccccc2nc1C,basic,4.93
3510,Ic1cccc(C2NCCS2)c1,basic,4.93
3511,c1cncc(-c2ccoc2)c1,basic,4.93
3512,CN(C)c1ccc(NC(=O)C=NO)cc1,basic,4.94
3513,Cc1ccc(N)cc1C,basic,4.94
3514,CNc1cccc(C)c1,basic,4.94
3515,CC(C)(C)c1ccc(N)cc1,basic,4.95
3516,CC(C)(C)c1cccc(C(C)(C)C)n1,basic,4.95
3517,CC(=NO)NO,basic,4.95
3518,Cc1ncc(CO)c(CO)c1O,basic,4.96
3519,O=C([O-])c1ccc2ccccc2n1,basic,4.97
3520,O=C([O-])c1nccc2ccccc12,basic,4.97
3521,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,basic,4.97
3522,O=C(CN1CCOCC1)NCc1ccccc1,basic,4.98
3523,CCc1cnc2c(ccc3cccnc32)c1,basic,4.98
3524,CCOCCNc1ccc(OC)cc1,basic,4.99
3525,CSc1nc2cc3c(cc2[nH]1)CCCC3,basic,5.0
3526,Cc1cnc2c(ccc3cccnc32)c1,basic,5.0
3527,O=C([O-])C1OC(Oc2ccc3ncccc3c2)C(O)C(O)C1O,basic,5.0
3528,C[NH+](C)CCCNc1c2ccccc2nc2c(Cl)ccc([N+](=O)[O-])c12,basic,5.0
3529,Nc1ncnc2cn[nH]c12,basic,5.0
3530,Cc1ccc(N)c(N)c1,basic,5.0
3531,Nc1ccc2[nH]c(=O)[nH]c2c1,basic,5.0
3532,Cc1nc(N)c2cnn(C)c2n1,basic,5.0
3533,Cc1ccc2c(c1)CCN2,basic,5.0
3534,Cc1ccc2ccc(C)nc2c1,basic,5.01
3535,Clc1ccc(C2NCCS2)cc1,basic,5.01
3536,COCCNc1ccc(OC)cc1,basic,5.02
3537,Cc1n[nH]c2c(N)ncnc12,basic,5.02
3538,CC1CN=C(C(C)(C)C)S1,basic,5.02
3539,Nc1cccc2ccc3ncccc3c12,basic,5.03
3540,CC(=O)n1ccnc1C,basic,5.03
3541,Nc1ccc2nnccc2c1,basic,5.04
3542,COc1ccc2ncccc2c1,basic,5.05
3543,Nc1nc(N)c2[nH]cnc2n1,basic,5.05
3544,Nc1cc2ccccc2cn1,basic,5.05
3545,NC=NO,basic,5.05
3546,Nc1nc(N)nc(N)n1,basic,5.06
3547,NC(=O)Cc1ccncc1,basic,5.08
3548,CNc1nc(C)nc2nc[nH]c12,basic,5.08
3549,Cc1ccc(NCCS)cc1,basic,5.08
3550,CCCCCCCNc1ccccc1,basic,5.09
3551,NC(=O)CCc1ccccn1,basic,5.09
3552,Cc1ccc2ncccc2c1,basic,5.1
3553,Nc1c(O)cccc1O,basic,5.1
3554,Nc1nc(N)nc(N(CCO)CCO)n1,basic,5.1
3555,CCCCNc1ccccc1,basic,5.11
3556,Cc1cc(C)c2ccccc2n1,basic,5.11
3557,Fc1ccc2[nH]cnc2c1,basic,5.11
3558,Cc1cc(-c2ccccc2)n[n+](C)c1NCCN1CCOCC1,basic,5.12
3559,CCCNc1ccccc1,basic,5.12
3560,Cc1nc(C(=O)[O-])ccc1O,basic,5.13
3561,Cc1ccc(C(N)=NO)cc1,basic,5.14
3562,c1ccc(CNc2nccs2)cc1,basic,5.15
3563,Cc1cnc2ccccc2c1,basic,5.15
3564,c1ccc2c(c1)ccc1ncccc12,basic,5.15
3565,CCC(=NO)NO,basic,5.15
3566,CCCn1ccnc1C=O,basic,5.15
3567,Cc1cc(N)cc(C)c1C,basic,5.15
3568,CCc1ccc(N)cc1,basic,5.16
3569,Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,basic,5.16
3570,CCc1c(C)nnc(C)c1C,basic,5.17
3571,Nc1ccc(Oc2ccc(N)cc2)cc1,basic,5.18
3572,Nc1nc(NCCO)nc(NCCO)n1,basic,5.18
3573,Nc1cccnn1,basic,5.19
3574,OCCNc1nc(NCCO)nc(NCCO)n1,basic,5.19
3575,CC(C)CN(C)c1ccccc1,basic,5.2
3576,CCCCCNc1ccccc1,basic,5.2
3577,Nc1cccc2c1ccc1ncccc12,basic,5.2
3578,CN(C)O,basic,5.2
3579,Cc1cccc(CO)n1,basic,5.2
3580,Nc1ccc(CC(=O)[O-])cc1,basic,5.2
3581,Oc1cccc(C2NCCS2)c1,basic,5.2
3582,c1ccc(C2NCCS2)cc1,basic,5.2
3583,CCCCCCNc1ccccc1,basic,5.21
3584,NC(=O)CCc1cccnc1,basic,5.21
3585,O=C([O-])c1ccc2nc3ccccc3cc2c1,basic,5.22
3586,CCNc1nc(N)nc(N)n1,basic,5.23
3587,N#CCCNCCC#N,basic,5.23
3588,COc1ccc(OC)c2c1nc(CO)n2C,basic,5.24
3589,Cc1ccc2cccnc2c1,basic,5.25
3590,CCOc1ccc(N)cc1,basic,5.25
3591,Cc1n[nH]c2ccc(N)cc12,basic,5.25
3592,Cc1cc2cccnc2c2ncccc12,basic,5.26
3593,CNCC#N,basic,5.26
3594,c1ccncc1,basic,5.26
3595,Oc1ccc2ncccc2c1,basic,5.26
3596,Cc1cnc2c(c1)cc(C)c1cc(C)cnc12,basic,5.27
3597,c1ccc2c(c1)ccc1nc[nH]c12,basic,5.28
3598,Cc1cc(N)c(O)cc1C,basic,5.28
3599,CCC1CSC(C(C)C)=N1,basic,5.28
3600,Cc1ccc(O)c2ncccc12,basic,5.29
3601,CCNc1ccccc1,basic,5.29
3602,OCCn1cnc2ccccc21,basic,5.29
3603,C[Si](C)(C)CNc1ccccc1,basic,5.3
3604,c1ccc(-c2ccncc2)cc1,basic,5.3
3605,Cc1cn2nc(-c3ccccc3)cc(C)c2n1,basic,5.3
3606,c1cnc2c(c1)c1c(c3cccnc32)CCCC1,basic,5.3
3607,CC(C)(N)C#N,basic,5.3
3608,COc1ccc(NCCS)cc1,basic,5.3
3609,CCCCn1cnc2ccccc21,basic,5.31
3610,CCOC(=O)CCCc1ccccn1,basic,5.32
3611,O=C(Nc1ccncc1)c1ccccc1,basic,5.32
3612,Cc1ccnc(-c2cc(C)ccn2)c1,basic,5.32
3613,NC(Cc1ccccc1)=NO,basic,5.32
3614,Cc1cccc(N(C)C)c1,basic,5.32
3615,NC(=O)CCCc1cccnc1,basic,5.33
3616,Cc1ccccc1NC1CCCCC1,basic,5.34
3617,Cc1cnc2c(c1)c(C)c(C)c1cccnc12,basic,5.34
3618,c1ccc(Oc2ccnc3c2ccc2c(Oc4ccccc4)ccnc23)cc1,basic,5.34
3619,Oc1ccc2cnc3ccccc3c2c1,basic,5.35
3620,Cc1nc2ccccc2c(NCCC[NH+](C)C)c1[N+](=O)[O-],basic,5.35
3621,COc1ccc(N)cc1,basic,5.35
3622,Cc1ccc2ccc3cccnc3c2n1,basic,5.36
3623,CNc1nccn2cc(-c3ccc(S(C)=O)cc3OC)nc12,basic,5.36
3624,Cc1csc2nccn12,basic,5.36
3625,Cc1nnc(C)c(C)c1C,basic,5.36
3626,Cc1nnc2c(c1C)CCC2,basic,5.36
3627,c1ccc2cnccc2c1,basic,5.36
3628,CC1(C)CN1,basic,5.37
3629,OCCc1ccccn1,basic,5.37
3630,OCCc1cccnc1,basic,5.38
3631,Cc1ncc(CO)c(C)c1O,basic,5.4
3632,Oc1cccc2cnccc12,basic,5.4
3633,Cc1nnc2c(c1C)CCCC2,basic,5.41
3634,C[NH+](C)CCCNc1c2ccccc2nc2c(F)ccc([N+](=O)[O-])c12,basic,5.41
3635,Cc1nc(N)c2cn[nH]c2n1,basic,5.41
3636,OCc1ccncc1,basic,5.41
3637,Cc1ccc([N+](=O)[O-])c2c(NCCC[NH+](C)C)cc(-c3ccccc3)nc12,basic,5.43
3638,C#CCN1CCN(C(=O)OCC)CC1,basic,5.44
